currency,datetime_UTC,timestamp_UTC,price_USD,key
ada,2020-07-06 15:00:00,1594047600,0.09882,1594047600ada
ada,2020-07-06 16:00:00,1594051200,0.09838,1594051200ada
ada,2020-07-06 17:00:00,1594054800,0.0984,1594054800ada
ada,2020-07-06 18:00:00,1594058400,0.09848,1594058400ada
ada,2020-07-06 19:00:00,1594062000,0.0987,1594062000ada
ada,2020-07-06 20:00:00,1594065600,0.1008,1594065600ada
ada,2020-07-06 21:00:00,1594069200,0.1033,1594069200ada
ada,2020-07-06 22:00:00,1594072800,0.1054,1594072800ada
ada,2020-07-06 23:00:00,1594076400,0.1051,1594076400ada
ada,2020-07-07 00:00:00,1594080000,0.105,1594080000ada
ada,2020-07-07 01:00:00,1594083600,0.10400000000000001,1594083600ada
ada,2020-07-07 02:00:00,1594087200,0.1044,1594087200ada
ada,2020-07-07 03:00:00,1594090800,0.1048,1594090800ada
ada,2020-07-07 04:00:00,1594094400,0.1052,1594094400ada
ada,2020-07-07 05:00:00,1594098000,0.1078,1594098000ada
ada,2020-07-07 06:00:00,1594101600,0.1071,1594101600ada
ada,2020-07-07 07:00:00,1594105200,0.1065,1594105200ada
ada,2020-07-07 08:00:00,1594108800,0.1067,1594108800ada
ada,2020-07-07 09:00:00,1594112400,0.1052,1594112400ada
ada,2020-07-07 10:00:00,1594116000,0.1061,1594116000ada
ada,2020-07-07 11:00:00,1594119600,0.1077,1594119600ada
ada,2020-07-07 12:00:00,1594123200,0.1092,1594123200ada
ada,2020-07-07 13:00:00,1594126800,0.1088,1594126800ada
ada,2020-07-07 14:00:00,1594130400,0.1092,1594130400ada
ada,2020-07-07 15:00:00,1594134000,0.11199999999999999,1594134000ada
ada,2020-07-07 16:00:00,1594137600,0.1151,1594137600ada
ada,2020-07-07 17:00:00,1594141200,0.1141,1594141200ada
ada,2020-07-07 18:00:00,1594144800,0.1144,1594144800ada
ada,2020-07-07 19:00:00,1594148400,0.1131,1594148400ada
ada,2020-07-07 20:00:00,1594152000,0.1141,1594152000ada
ada,2020-07-07 21:00:00,1594155600,0.1142,1594155600ada
ada,2020-07-07 22:00:00,1594159200,0.1184,1594159200ada
ada,2020-07-07 23:00:00,1594162800,0.1178,1594162800ada
ada,2020-07-08 00:00:00,1594166400,0.1193,1594166400ada
ada,2020-07-08 01:00:00,1594170000,0.1249,1594170000ada
ada,2020-07-08 02:00:00,1594173600,0.1285,1594173600ada
ada,2020-07-08 03:00:00,1594177200,0.134,1594177200ada
ada,2020-07-08 04:00:00,1594180800,0.1294,1594180800ada
ada,2020-07-08 05:00:00,1594184400,0.1309,1594184400ada
ada,2020-07-08 06:00:00,1594188000,0.1314,1594188000ada
ada,2020-07-08 07:00:00,1594191600,0.1343,1594191600ada
ada,2020-07-08 08:00:00,1594195200,0.1328,1594195200ada
ada,2020-07-08 09:00:00,1594198800,0.1333,1594198800ada
ada,2020-07-08 10:00:00,1594202400,0.1329,1594202400ada
ada,2020-07-08 11:00:00,1594206000,0.1325,1594206000ada
ada,2020-07-08 12:00:00,1594209600,0.1236,1594209600ada
ada,2020-07-08 13:00:00,1594213200,0.129,1594213200ada
ada,2020-07-08 14:00:00,1594216800,0.1261,1594216800ada
ada,2020-07-08 15:00:00,1594220400,0.1264,1594220400ada
ada,2020-07-08 16:00:00,1594224000,0.129,1594224000ada
ada,2020-07-08 17:00:00,1594227600,0.1316,1594227600ada
ada,2020-07-08 18:00:00,1594231200,0.1303,1594231200ada
ada,2020-07-08 19:00:00,1594234800,0.1321,1594234800ada
ada,2020-07-08 20:00:00,1594238400,0.1299,1594238400ada
ada,2020-07-08 21:00:00,1594242000,0.1299,1594242000ada
ada,2020-07-08 22:00:00,1594245600,0.129,1594245600ada
ada,2020-07-08 23:00:00,1594249200,0.1302,1594249200ada
ada,2020-07-09 00:00:00,1594252800,0.1279,1594252800ada
ada,2020-07-09 01:00:00,1594256400,0.1209,1594256400ada
ada,2020-07-09 02:00:00,1594260000,0.1222,1594260000ada
ada,2020-07-09 03:00:00,1594263600,0.1232,1594263600ada
ada,2020-07-09 04:00:00,1594267200,0.1226,1594267200ada
ada,2020-07-09 05:00:00,1594270800,0.1237,1594270800ada
ada,2020-07-09 06:00:00,1594274400,0.1259,1594274400ada
ada,2020-07-09 07:00:00,1594278000,0.1258,1594278000ada
ada,2020-07-09 08:00:00,1594281600,0.1237,1594281600ada
ada,2020-07-09 09:00:00,1594285200,0.1244,1594285200ada
ada,2020-07-09 10:00:00,1594288800,0.1227,1594288800ada
ada,2020-07-09 11:00:00,1594292400,0.1244,1594292400ada
ada,2020-07-09 12:00:00,1594296000,0.1237,1594296000ada
ada,2020-07-09 13:00:00,1594299600,0.1219,1594299600ada
ada,2020-07-09 14:00:00,1594303200,0.1201,1594303200ada
ada,2020-07-09 15:00:00,1594306800,0.1184,1594306800ada
ada,2020-07-09 16:00:00,1594310400,0.1206,1594310400ada
ada,2020-07-09 17:00:00,1594314000,0.1201,1594314000ada
ada,2020-07-09 18:00:00,1594317600,0.1212,1594317600ada
ada,2020-07-09 19:00:00,1594321200,0.1204,1594321200ada
ada,2020-07-09 20:00:00,1594324800,0.1241,1594324800ada
ada,2020-07-09 21:00:00,1594328400,0.1242,1594328400ada
ada,2020-07-09 22:00:00,1594332000,0.124,1594332000ada
ada,2020-07-09 23:00:00,1594335600,0.1241,1594335600ada
ada,2020-07-10 00:00:00,1594339200,0.122,1594339200ada
ada,2020-07-10 01:00:00,1594342800,0.122,1594342800ada
ada,2020-07-10 02:00:00,1594346400,0.1219,1594346400ada
ada,2020-07-10 03:00:00,1594350000,0.1214,1594350000ada
ada,2020-07-10 04:00:00,1594353600,0.1193,1594353600ada
ada,2020-07-10 05:00:00,1594357200,0.1183,1594357200ada
ada,2020-07-10 06:00:00,1594360800,0.1151,1594360800ada
ada,2020-07-10 07:00:00,1594364400,0.115,1594364400ada
ada,2020-07-10 08:00:00,1594368000,0.1162,1594368000ada
ada,2020-07-10 09:00:00,1594371600,0.1149,1594371600ada
ada,2020-07-10 10:00:00,1594375200,0.114,1594375200ada
ada,2020-07-10 11:00:00,1594378800,0.1125,1594378800ada
ada,2020-07-10 12:00:00,1594382400,0.1131,1594382400ada
ada,2020-07-10 13:00:00,1594386000,0.1137,1594386000ada
ada,2020-07-10 14:00:00,1594389600,0.115,1594389600ada
ada,2020-07-10 15:00:00,1594393200,0.1162,1594393200ada
ada,2020-07-10 16:00:00,1594396800,0.1171,1594396800ada
ada,2020-07-10 17:00:00,1594400400,0.1157,1594400400ada
ada,2020-07-10 18:00:00,1594404000,0.1155,1594404000ada
ada,2020-07-10 19:00:00,1594407600,0.1187,1594407600ada
ada,2020-07-10 20:00:00,1594411200,0.1185,1594411200ada
ada,2020-07-10 21:00:00,1594414800,0.1173,1594414800ada
ada,2020-07-10 22:00:00,1594418400,0.1191,1594418400ada
ada,2020-07-10 23:00:00,1594422000,0.1185,1594422000ada
ada,2020-07-11 00:00:00,1594425600,0.1203,1594425600ada
ada,2020-07-11 01:00:00,1594429200,0.1199,1594429200ada
ada,2020-07-11 02:00:00,1594432800,0.1213,1594432800ada
ada,2020-07-11 03:00:00,1594436400,0.121,1594436400ada
ada,2020-07-11 04:00:00,1594440000,0.1218,1594440000ada
ada,2020-07-11 05:00:00,1594443600,0.1218,1594443600ada
ada,2020-07-11 06:00:00,1594447200,0.1207,1594447200ada
ada,2020-07-11 07:00:00,1594450800,0.1222,1594450800ada
ada,2020-07-11 08:00:00,1594454400,0.1214,1594454400ada
ada,2020-07-11 09:00:00,1594458000,0.11900000000000001,1594458000ada
ada,2020-07-11 10:00:00,1594461600,0.1184,1594461600ada
ada,2020-07-11 11:00:00,1594465200,0.11900000000000001,1594465200ada
ada,2020-07-11 12:00:00,1594468800,0.1196,1594468800ada
ada,2020-07-11 13:00:00,1594472400,0.1206,1594472400ada
ada,2020-07-11 14:00:00,1594476000,0.1217,1594476000ada
ada,2020-07-11 15:00:00,1594479600,0.1211,1594479600ada
ada,2020-07-11 16:00:00,1594483200,0.1225,1594483200ada
ada,2020-07-11 17:00:00,1594486800,0.1229,1594486800ada
ada,2020-07-11 18:00:00,1594490400,0.1237,1594490400ada
ada,2020-07-11 19:00:00,1594494000,0.1226,1594494000ada
ada,2020-07-11 20:00:00,1594497600,0.1237,1594497600ada
ada,2020-07-11 21:00:00,1594501200,0.126,1594501200ada
ada,2020-07-11 22:00:00,1594504800,0.1255,1594504800ada
ada,2020-07-11 23:00:00,1594508400,0.1254,1594508400ada
ada,2020-07-12 00:00:00,1594512000,0.1264,1594512000ada
ada,2020-07-12 01:00:00,1594515600,0.1259,1594515600ada
ada,2020-07-12 02:00:00,1594519200,0.1262,1594519200ada
ada,2020-07-12 03:00:00,1594522800,0.1252,1594522800ada
ada,2020-07-12 04:00:00,1594526400,0.1238,1594526400ada
ada,2020-07-12 05:00:00,1594530000,0.1241,1594530000ada
ada,2020-07-12 06:00:00,1594533600,0.1244,1594533600ada
ada,2020-07-12 07:00:00,1594537200,0.1246,1594537200ada
ada,2020-07-12 08:00:00,1594540800,0.1237,1594540800ada
ada,2020-07-12 09:00:00,1594544400,0.1235,1594544400ada
ada,2020-07-12 10:00:00,1594548000,0.1239,1594548000ada
ada,2020-07-12 11:00:00,1594551600,0.1224,1594551600ada
ada,2020-07-12 12:00:00,1594555200,0.1237,1594555200ada
ada,2020-07-12 13:00:00,1594558800,0.1221,1594558800ada
ada,2020-07-12 14:00:00,1594562400,0.1227,1594562400ada
ada,2020-07-12 15:00:00,1594566000,0.1243,1594566000ada
ada,2020-07-12 16:00:00,1594569600,0.1236,1594569600ada
ada,2020-07-12 17:00:00,1594573200,0.1231,1594573200ada
ada,2020-07-12 18:00:00,1594576800,0.1232,1594576800ada
ada,2020-07-12 19:00:00,1594580400,0.1228,1594580400ada
ada,2020-07-12 20:00:00,1594584000,0.1228,1594584000ada
ada,2020-07-12 21:00:00,1594587600,0.12300000000000001,1594587600ada
ada,2020-07-12 22:00:00,1594591200,0.1257,1594591200ada
ada,2020-07-12 23:00:00,1594594800,0.127,1594594800ada
ada,2020-07-13 00:00:00,1594598400,0.1296,1594598400ada
ada,2020-07-13 01:00:00,1594602000,0.1321,1594602000ada
ada,2020-07-13 02:00:00,1594605600,0.1307,1594605600ada
ada,2020-07-13 03:00:00,1594609200,0.1314,1594609200ada
ada,2020-07-13 04:00:00,1594612800,0.1322,1594612800ada
ada,2020-07-13 05:00:00,1594616400,0.1353,1594616400ada
ada,2020-07-13 06:00:00,1594620000,0.1325,1594620000ada
ada,2020-07-13 07:00:00,1594623600,0.1328,1594623600ada
ada,2020-07-13 08:00:00,1594627200,0.1332,1594627200ada
ada,2020-07-13 09:00:00,1594630800,0.1323,1594630800ada
ada,2020-07-13 10:00:00,1594634400,0.1316,1594634400ada
ada,2020-07-13 11:00:00,1594638000,0.1309,1594638000ada
ada,2020-07-13 12:00:00,1594641600,0.1331,1594641600ada
ada,2020-07-13 13:00:00,1594645200,0.1338,1594645200ada
ada,2020-07-13 14:00:00,1594648800,0.1317,1594648800ada
ada,2020-07-13 15:00:00,1594652400,0.1321,1594652400ada
ada,2020-07-13 16:00:00,1594656000,0.1336,1594656000ada
ada,2020-07-13 17:00:00,1594659600,0.1326,1594659600ada
ada,2020-07-13 18:00:00,1594663200,0.1339,1594663200ada
ada,2020-07-13 19:00:00,1594666800,0.1288,1594666800ada
ada,2020-07-13 20:00:00,1594670400,0.1295,1594670400ada
ada,2020-07-13 21:00:00,1594674000,0.129,1594674000ada
ada,2020-07-13 22:00:00,1594677600,0.1241,1594677600ada
ada,2020-07-13 23:00:00,1594681200,0.1245,1594681200ada
ada,2020-07-14 00:00:00,1594684800,0.1243,1594684800ada
ada,2020-07-14 01:00:00,1594688400,0.1256,1594688400ada
ada,2020-07-14 02:00:00,1594692000,0.1249,1594692000ada
ada,2020-07-14 03:00:00,1594695600,0.1237,1594695600ada
ada,2020-07-14 04:00:00,1594699200,0.1224,1594699200ada
ada,2020-07-14 05:00:00,1594702800,0.1226,1594702800ada
ada,2020-07-14 06:00:00,1594706400,0.1243,1594706400ada
ada,2020-07-14 07:00:00,1594710000,0.1239,1594710000ada
ada,2020-07-14 08:00:00,1594713600,0.1245,1594713600ada
